source,index,text
unknown,16425,EAST | 14.0
unknown,16426,BONNHEIM | 14.0
unknown,16427,BONNHEIM #2 | 14.0
unknown,16428,HEILMAN | 14.0
unknown,16429,HOUCHIN | 14.0
unknown,16430,JOSHUA CREEK | 14.0
unknown,16431,LA MANCCHIA | 14.0
unknown,16432,MELENDY | 14.0
unknown,16433,SHIRTTAIL CANYON | 14.0
unknown,16434,FREEMAN | 14.0
unknown,16435,MURIETTA | 14.0
unknown,16436,O. WHITLOW | 14.0
unknown,16437,OAT HILL MINE | 14.0
unknown,16438,ORISTIMBA | 14.0
unknown,16439,ORR'S CREEK | 14.0
unknown,16440,PETROLEUM CREEK | 14.0
unknown,16441,PUBLIC DOMAIN #3 | 14.0
unknown,16442,PUBLIC DOMAIN #3 | 14.0
unknown,16443,PIPER ESCAPE #2 | 14.0
unknown,16444,LYNCH | 14.0
unknown,16445,SHEEP CAMP | 1.0
unknown,16446,OLSON-ROSS | 2.0
unknown,16447,ALDER | 3.0
unknown,16448,NEW RIVER | 9.0
unknown,16449,WINDY | 9.0
unknown,16450,CAPTIAL | 2.0
unknown,16451,DAVIS | 5.0
unknown,16452,TIMBER GULCH | 1.0
unknown,16453,SAINT CLAIR #2 | 1.0
unknown,16454,MILL CREEK | 9.0
unknown,16455,CINNNABAR MINE | 3.0
unknown,16456,JACKSON | 14.0
unknown,16457,JACOBS #3 | 14.0
unknown,16458,JENNY LIND | 14.0
unknown,16459,KELSEY | 14.0
unknown,16460,L. GAMBLE | 14.0
unknown,16461,L. SIBLEY | 14.0
unknown,16462,L.M. SHAW | 14.0
unknown,16463,LAKE MARIE | 14.0
unknown,16464,LONG ESCAPE | 14.0
unknown,16465,MAZZINI | 14.0
unknown,16466,MEYER | 14.0
unknown,16467,MIRABEL SPRINGS | 14.0
unknown,16468,MITCHELL | 14.0
unknown,16469,MURRAY CREEK | 14.0
unknown,16470,N. BROOKINS | 14.0
unknown,16471,NAVY BOMBING #5 ADOBE | 14.0
unknown,16472,FLY | 14.0
unknown,16473,ROADSIDE #41 | 14.0
unknown,16474,ROUX | 14.0
unknown,16475,ROLLERI #2 | 14.0
unknown,16476,ROLLERI #4 | 14.0
unknown,16477,S. KREPS | 14.0
unknown,16478,SARATOGA SPRINGS #3 | 14.0
unknown,16479,SAUNDERS | 14.0
unknown,16480,SEVIER | 14.0
unknown,16481,SHANTI ASHRAMA | 14.0
unknown,16482,SIERRA RAILROAD NO.2 | 14.0
unknown,16483,SWISS | 14.0
unknown,16484,TOOBY BROTHERS #2 | 14.0
unknown,16485,W.H. JONES | 14.0
unknown,16486,WELCH AND WELCH | 14.0
unknown,16487,WILSON AND BENKERT | 14.0
unknown,16488,INDIAN POTRERO | 14.0
unknown,16489,  | 14.0
unknown,16490,ZUMWALT | 14.0
unknown,16491,ARBURUA #3 | 14.0
unknown,16492,EAST BASALT | 14.0
unknown,16493,FRAZIER VALLEY | 14.0
unknown,16494,GRANT | 14.0
unknown,16495,STRATHEARN | 14.0
unknown,16496,  | 1.0
unknown,16497,  | 9.0
unknown,16498,  | 14.0
unknown,16499,TOPANGA-MULLHOLLAND | 14.0
unknown,16500,FOREST-LAWN | 14.0
unknown,16501,CAHUENGA PASS | 14.0
unknown,16502,ENGINE 75-5 FIRE | 14.0
unknown,16503,NEWHALL FIRE NO. 51 | 14.0
unknown,16504,ARCADIA | 14.0
unknown,16505,MT. HOLLYWOOD DR. | 14.0
unknown,16506,BAIRD FIRE | 14.0
unknown,16507,  | 14.0
unknown,16508,BLUEGUM CYN | 14.0
unknown,16509,  | 9.0
unknown,16510,  | 1.0
unknown,16511,  | 1.0
unknown,16512,  | 9.0
unknown,16513,  | 9.0
unknown,16514,  | 14.0
unknown,16515,  | 9.0
unknown,16516,HIGHWAY 49 #5 | 14.0
unknown,16517,HUNTINGTON | 14.0
unknown,16518,INDIAN CREEK | 14.0
unknown,16519,  | 14.0
unknown,16520,  | 14.0
unknown,16521,  | 14.0
unknown,16522,DX HUNTING CLUB | 14.0
unknown,16523,MAHER | 14.0
unknown,16524,S. H. FOLSOM | 14.0
unknown,16525,PIPER | 14.0
unknown,16526,  | 9.0
unknown,16527,WILDER | 5.0
unknown,16528,  | 14.0
unknown,16529,  | 14.0
unknown,16530,  | 14.0
unknown,16531,  | 14.0
unknown,16532,  | 14.0
unknown,16533,  | 14.0
unknown,16534,  | 14.0
unknown,16535,SPINKS | 14.0
unknown,16536,KLEIN SMID | 5.0
unknown,16537,ASSOCIATED  | 2.0
unknown,16538,MORGAN  | 9.0
unknown,16539,LAVERONI  | 2.0
unknown,16540,DEER FLAT | 3.0
unknown,16541,  | 1.0
unknown,16542,MINERAL K | 1.0
unknown,16543,HOMERS NO | 1.0
unknown,16544,SUGARLOAF | 1.0
unknown,16545,  | 14.0
unknown,16546,R.HASWELL | 14.0
unknown,16547,RATTLESNAKE | 14.0
unknown,16548,GASTON | 14.0
unknown,16549,  | 14.0
unknown,16550,C.C. COOK | 14.0
unknown,16551,GILL #2 | 14.0
unknown,16552,MERCED #7 | 14.0
unknown,16553,SANTA YSABEL | 14.0
unknown,16554,  | 14.0
unknown,16555,  | 14.0
unknown,16556,  | 14.0
unknown,16557,BANNING #3 | 14.0
unknown,16558,RAILROAD #10 | 14.0
unknown,16559,POPPET | 14.0
unknown,16560,NOHL | 14.0
unknown,16561,PIRU | 9.0
unknown,16562,HAMILTON | 4.0
unknown,16563,SNOWDEN | 3.0
unknown,16564,DEER LICK | 1.0
unknown,16565,TWIN CREEKS | 1.0
unknown,16566,BISHOP | 1.0
unknown,16567,513 | 1.0
unknown,16568,ROCK CREEK | 1.0
unknown,16569,PONY PEAK | 1.0
unknown,16570,LITTLE S. FORK | 1.0
unknown,16571,MILL CREEK | 1.0
unknown,16572,METHODIST #2 | 1.0
unknown,16573,IRVING | 3.0
unknown,16574,HOWES CAMP | 14.0
unknown,16575,RICHARD A. KANT | 14.0
unknown,16576,ROUTAN CREEK | 14.0
unknown,16577,RUPPERT RIDGE | 14.0
unknown,16578,SIERRA RAILROAD | 14.0
unknown,16579,SMITHS RIDGE | 14.0
unknown,16580,THREE CREEKS | 14.0
unknown,16581,DENVER EVANS #2 | 1.0
unknown,16582,HETTEN ROCK | 1.0
unknown,16583,COPCO | 3.0
unknown,16584,FLINT VALLEY | 1.0
unknown,16585,PACIFIC MINE | 14.0
unknown,16586,PERRY CONTROL ESCAPE | 14.0
unknown,16587,  | 9.0
unknown,16588,MILK RANCH | 9.0
unknown,16589,SYCAMORE | 14.0
unknown,16590,  | 14.0
unknown,16591,  | 14.0
unknown,16592,  | 9.0
unknown,16593,  | 9.0
unknown,16594,  | 9.0
unknown,16595,  | 14.0
unknown,16596,  | 9.0
unknown,16597,WEST HEIGHT | 14.0
unknown,16598,  | 14.0
unknown,16599,THREE DEVILS | 1.0
unknown,16600,BOARD | 9.0
unknown,16601,GALLATIN | 9.0
unknown,16602,RAGLIN RIDGE | 1.0
unknown,16603,BOARDMAN RIDGE | 9.0
unknown,16604,ALLEN FLAT | 14.0
unknown,16605,BERRY | 14.0
unknown,16606,BURSON | 14.0
unknown,16607,TROUT CREEK | 14.0
unknown,16608,PETERSON | 14.0
unknown,16609,PIGEON GULCH | 14.0
unknown,16610,QUAIL MINE | 14.0
unknown,16611,R. HORN | 14.0
unknown,16612,  | 14.0
unknown,16613,BETHEL | 9.0
unknown,16614,GODFREY GRADE | 14.0
unknown,16615,ROCKY CANYON | 14.0
unknown,16616,WILLIAMS | 14.0
unknown,16617,BUCKMAN | 9.0
unknown,16618,  | 9.0
unknown,16619,SCOTTY NO. 110 | 14.0
unknown,16620,STRAWBERRY NO. 32 | 14.0
unknown,16621,VICTORY NO. 30 | 14.0
unknown,16622,CUNNINGHAM | 14.0
unknown,16623,  | 14.0
unknown,16624,  | 1.0
unknown,16625,  | 9.0
unknown,16626,  | 9.0
unknown,16627,  | 9.0
unknown,16628,  | 9.0
unknown,16629,  | 9.0
unknown,16630,  | 9.0
unknown,16631,BUZZARD | 14.0
unknown,16632,CAHTO RIDGE | 14.0
unknown,16633,CAMP BEALE #1 | 14.0
unknown,16634,CAMP NINE | 14.0
unknown,16635,CARLYLE | 14.0
unknown,16636,CHARLES FIRNEKAS | 14.0
unknown,16637,COULTERVILLE | 14.0
unknown,16638,DEYOUNG | 14.0
unknown,16639,DOBBAS | 14.0
unknown,16640,DOLLY VARDEN | 14.0
unknown,16641,DRESSLER | 14.0
unknown,16642,DRY CREEK FIRE | 14.0
unknown,16643,EUREKA | 14.0
unknown,16644,FISHER #3 | 14.0
unknown,16645,G.L. SPEIER | 14.0
unknown,16646,CACHAGUA | 14.0
unknown,16647,ESPINOSA CANYON #2 | 14.0
unknown,16648,KENT CANYON | 14.0
unknown,16649,LA GLORIA | 14.0
unknown,16650,SALSIPUEDES | 14.0
unknown,16651,SAN CARLOS | 14.0
unknown,16652,BRALEY-JONES RANCH | 14.0
unknown,16653,MURPHY | 14.0
unknown,16654,  | 1.0
unknown,16655,  | 9.0
unknown,16656,  | 9.0
unknown,16657,  | 9.0
unknown,16658,  | 9.0
unknown,16659,  | 9.0
unknown,16660,  | 1.0
unknown,16661,LITTLE PAGE | 14.0
unknown,16662,WARD CANYON | 14.0
unknown,16663,WILLOW CREEK | 9.0
unknown,16664,WIZWELL | 14.0
unknown,16665,WM. HAPPY | 14.0
unknown,16666,WOLF RIDGE | 14.0
unknown,16667,WRAGG CANYON | 14.0
unknown,16668,ARNOLD SALLABERRY | 14.0
unknown,16669,BATES | 14.0
unknown,16670,WHISPERING PINE | 14.0
unknown,16671,WHITE ROCK | 14.0
unknown,16672,WILL GILL & SON | 14.0
unknown,16673,SUMMIT | 14.0
unknown,16674,LITTLE BEAR | 14.0
unknown,16675,  | 14.0
unknown,16676,  | 14.0
unknown,16677,  | 1.0
unknown,16678,  | 1.0
unknown,16679,COW CREEK | 14.0
unknown,16680,G. CHATHAM | 14.0
unknown,16681,NORTON | 14.0
unknown,16682,SWEDE CREEK | 14.0
unknown,16683,  | 1.0
unknown,16684,GALLITIN | 14.0
unknown,16685,  | 9.0
unknown,16686,GEO. SNYDER | 14.0
unknown,16687,GLENN COUNTY | 14.0
unknown,16688,HALSEY | 14.0
unknown,16689,HINTON MINE | 14.0
unknown,16690,INDIAN BEACH | 14.0
unknown,16691,ISABEL VALLEY RANCH | 14.0
unknown,16692,J.BUXTON | 14.0
unknown,16693,JACKSON ST.FOREST #6 | 14.0
unknown,16694,JAMESON | 14.0
unknown,16695,JASPER POINT | 14.0
unknown,16696,LA PALOMA | 14.0
unknown,16697,LANG | 14.0
unknown,16698,LANG #3 | 14.0
unknown,16699,LEMS SUMMIT | 14.0
unknown,16700,M.R. GHISELIN | 14.0
unknown,16701,MARY BOWCHER | 14.0
unknown,16702,MCCLELLAN | 9.0
unknown,16703,MCCREARY #1 | 14.0
unknown,16704,MENZEL | 14.0
unknown,16705,MOCCHI | 14.0
unknown,16706,OAKHURST | 14.0
unknown,16707,PACIFIC LUMBER CO. #5 | 14.0
unknown,16708,  | 9.0
unknown,16709,LIVE OAKS | 14.0
unknown,16710,RANCHO SIERRA VISTA | 14.0
unknown,16711,HOUSTON | 14.0
unknown,16712,CAMULOS | 14.0
unknown,16713,SUSANA KNOLLS | 14.0
unknown,16714,  | 9.0
unknown,16715,PINYON | 14.0
unknown,16716,BUCKMAN | 14.0
unknown,16717,  | 9.0
unknown,16718,  | 9.0
unknown,16719,  | 9.0
unknown,16720,  | 9.0
unknown,16721,  | 9.0
unknown,16722,  | 9.0
unknown,16723,  | 14.0
unknown,16724,  | 14.0
unknown,16725,SCOTT CREEK | 14.0
unknown,16726,  | 14.0
unknown,16727,  | 14.0
unknown,16728,ROADSIDE #21 | 14.0
unknown,16729,  | 1.0
unknown,16730,  | 9.0
unknown,16731,  | 9.0
unknown,16732,  | 9.0
unknown,16733,HOMESTEAD WE | 1.0
unknown,16734,BLUE MT. | 1.0
unknown,16735,MOWITZ | 9.0
unknown,16736,MEARS | 9.0
unknown,16737,CITY DUMP | 9.0
unknown,16738,MILE POST 40 | 9.0
unknown,16739,BUMMER LAKE | 3.0
unknown,16740,HARDSCABBLE | 3.0
unknown,16741,MYTLE | 1.0
unknown,16742,TRYON | 2.0
unknown,16743,NOTICE CREEK | 1.0
unknown,16744,GOWER | 9.0
unknown,16745,CEDAR CREEK | 2.0
unknown,16746,THREE FORKS | 1.0
unknown,16747,CUNNINGHAM | 1.0
unknown,16748,  | 9.0
unknown,16749,  | 9.0
unknown,16750,  | 9.0
unknown,16751,  | 9.0
unknown,16752,  | 9.0
unknown,16753,  | 14.0
unknown,16754,MUD CREEK | 14.0
unknown,16755,CHERRY | 14.0
unknown,16756,LIMEKILN | 14.0
unknown,16757,BART | 14.0
unknown,16758,CLARKS FORK  | 4.0
unknown,16759,MILL CREEK  | 1.0
unknown,16760,SMITH ROAD | 3.0
unknown,16761,FOX CREEK | 3.0
unknown,16762,DEAD PINE | 1.0
unknown,16763,MINERAL K | 7.0
unknown,16764,  | 14.0
unknown,16765,P.G.& E. #4 | 14.0
unknown,16766,BAGGETT GULCH | 9.0
unknown,16767,CONEJOS | 9.0
unknown,16768,  | 9.0
unknown,16769,SYCAMORE CANYON | 14.0
unknown,16770,VALLEY VIEW | 14.0
unknown,16771,RAWSON | 14.0
unknown,16772,TORO | 14.0
unknown,16773,NORTH | 14.0
unknown,16774,SUNSET DRIVE | 14.0
unknown,16775,  | 14.0
unknown,16776,BROWNS CYN/LIMEKILN | 14.0
unknown,16777,CIENEGA | 14.0
unknown,16778,BOUNDARY | 14.0
unknown,16779,  | 14.0
unknown,16780,  | 14.0
unknown,16781,MANTON | 14.0
unknown,16782,ANGELS CREEK | 14.0
unknown,16783,BEACON | 14.0
unknown,16784,BEAR MT. (CO.RD #10) | 14.0
unknown,16785,BILL WILLIAMS | 14.0
unknown,16786,BLACK BURN | 14.0
unknown,16787,BOBO | 14.0
unknown,16788,C.W.SYPHERS #3 | 14.0
unknown,16789,CAMP BEALE | 14.0
unknown,16790,CAMP BEALE #2 | 14.0
unknown,16791,CANADA LARGE CANET R | 14.0
unknown,16792,CARSON FLAT | 14.0
unknown,16793,CAVITT | 14.0
unknown,16794,RUSSI | 14.0
unknown,16795,SAN ANTONE | 14.0
unknown,16796,SCULLY ROAD | 14.0
unknown,16797,SHEEP HOLLOW | 14.0
unknown,16798,SIX MILE CREEK | 14.0
unknown,16799,SMITH | 14.0
unknown,16800,SNELLING FIRE | 14.0
unknown,16801,STEVENS | 14.0
unknown,16802,STEVES ESCAPE | 14.0
unknown,16803,STRONG MOUNTAIN | 14.0
unknown,16804,T.K. CLARK | 14.0
unknown,16805,TACOMA LUMBER SALES | 14.0
unknown,16806,TOMKI CREEK | 14.0
unknown,16807,TROUT CREEK | 14.0
unknown,16808,U.S.G.S. FIR | 14.0
unknown,16809,UNION LUMBER CO. #4 | 14.0
unknown,16810,WALTER TINDELL | 14.0
unknown,16811,WENDELL PAYNE #3 | 14.0
unknown,16812,WILD CAT ACRES | 14.0
unknown,16813,  | 14.0
unknown,16814,  | 14.0
unknown,16815,NORTH FORK | 14.0
unknown,16816,  | 14.0
unknown,16817,  | 14.0
unknown,16818,  | 14.0
unknown,16819,  | 14.0
unknown,16820,GOCKE | 14.0
unknown,16821,JACKSON | 14.0
unknown,16822,PACIFIC LUMBER CO. #7 | 14.0
unknown,16823,PAPPAS | 14.0
unknown,16824,PEAVINE JCT. | 14.0
unknown,16825,POOL | 14.0
unknown,16826,PUBLIC DOMAIN #1 | 14.0
unknown,16827,PUBLIC DOMAIN #2 | 14.0
unknown,16828,PUMICE MILL | 14.0
unknown,16829,QUESTO RANCH | 14.0
unknown,16830,RAMELLI | 14.0
unknown,16831,RANCHERIA CREEK | 14.0
unknown,16832,RILEY | 14.0
unknown,16833,WILDCAT MOUNTAIN | 14.0
unknown,16834,YORKVILLE RANCH | 14.0
unknown,16835,CURRAN | 14.0
unknown,16836,DRY CREEK | 14.0
unknown,16837,GILL #6 | 14.0
unknown,16838,MACK | 14.0
unknown,16839,STWART MOUNTAIN | 14.0
unknown,16840,THOMAS GREGORY | 14.0
unknown,16841,  | 1.0
unknown,16842,  | 9.0
unknown,16843,LONE ROCK VALLEY | 1.0
unknown,16844,MILLFORD | 9.0
unknown,16845,GARNIER | 9.0
unknown,16846,  | 9.0
unknown,16847,  | 9.0
unknown,16848,NELSON COVE | 9.0
unknown,16849,  | 14.0
unknown,16850,  | 9.0
unknown,16851,  | 1.0
unknown,16852,  | 9.0
unknown,16853,  | 9.0
unknown,16854,  | 9.0
unknown,16855,KING GEORGE | 9.0
unknown,16856,  | 1.0
unknown,16857,  | 1.0
unknown,16858,  | 1.0
unknown,16859,  | 9.0
unknown,16860,  | 1.0
unknown,16861,ROADSIDE #31 | 14.0
unknown,16862,UNION LUMBER CO. #2 | 14.0
unknown,16863,DRY LAKE | 1.0
unknown,16864,PANHANDLE | 9.0
unknown,16865,POLE 1-55 | 9.0
unknown,16866,PEREZ | 9.0
unknown,16867,MT.VIDA | 1.0
unknown,16868,TUNNEL 16 | 9.0
unknown,16869,LESTER FLAT | 9.0
unknown,16870,MCCOULTER | 9.0
unknown,16871,ULLATHORNE | 5.0
unknown,16872,MOSQUITO CREEK | 9.0
unknown,16873,H. E. LOCKEN | 2.0
unknown,16874,ROCK CREEK | 3.0
unknown,16875,MURDERERS BAR | 3.0
unknown,16876,PLUM RIDGE | 14.0
unknown,16877,  | 9.0
unknown,16878,  | 1.0
unknown,16879,  | 1.0
unknown,16880,TALBOTT | 9.0
unknown,16881,AGUA TIBIA | 1.0
unknown,16882,HARRIS | 9.0
unknown,16883,MORRELL | 14.0
unknown,16884,  | 14.0
unknown,16885,BOULDER CREEK | 14.0
unknown,16886,DE LUZ #2 | 14.0
unknown,16887,EAST SUNCREST | 14.0
unknown,16888,ELLIOTT RESERVATION | 14.0
unknown,16889,QUARRY | 14.0
unknown,16890,SEQUAN #1 | 14.0
unknown,16891,SEQUAN #2 | 14.0
unknown,16892,CHASE RANCH | 14.0
unknown,16893,DOGTOWN #2 | 14.0
unknown,16894,EDNA JONE | 14.0
unknown,16895,EDWARD HELM | 14.0
unknown,16896,FASHAUER BROS. | 14.0
unknown,16897,FISH HATCHERY CREEK | 14.0
unknown,16898,FORREST MILLER | 14.0
unknown,16899,FRECERRO | 14.0
unknown,16900,H.E.LOCKEN | 14.0
unknown,16901,HARTS MILL | 14.0
unknown,16902,I.G. ZUMWALT | 14.0
unknown,16903,JACKASS | 14.0
unknown,16904,JACKSONVILLE | 14.0
unknown,16905,JAMES BRIDGES | 14.0
unknown,16906,L.H.BUTTON | 14.0
unknown,16907,LITTLE STONEY FIRE | 14.0
unknown,16908,LOMBARDI | 14.0
unknown,16909,MAMMOTH | 14.0
unknown,16910,MT. STAKES | 14.0
unknown,16911,MURPHY #2 | 14.0
unknown,16912,N.W.P.RR #20A | 14.0
unknown,16913,N.W.P.RR NO.14 | 14.0
unknown,16914,N.W.P.RR NO.15 | 14.0
unknown,16915,THREE RIVERS | 14.0
unknown,16916,CHIPPS | 3.0
unknown,16917,COLESMILL | 5.0
unknown,16918,ESCAPE | 14.0
unknown,16919,PUBLIC DOMAIN 4 | 14.0
unknown,16920,EDEN VALLEY | 14.0
unknown,16921,WET BACK | 14.0
unknown,16922,BARRETT | 14.0
unknown,16923,GUEJITO | 1.0
unknown,16924,  | 14.0
unknown,16925,DEVILS GULCH | 14.0
unknown,16926,EMERALD MOUNTAIN | 14.0
unknown,16927,  | 9.0
unknown,16928,PILITAS #1 | 14.0
unknown,16929,DALESSI | 14.0
unknown,16930,PILITAS #2 | 14.0
unknown,16931,PILITAS #3 | 14.0
unknown,16932,  | 9.0
unknown,16933,  | 9.0
unknown,16934,KORNTVED | 9.0
unknown,16935,BLUEROCK | 14.0
unknown,16936,ECHENIQUE | 14.0
unknown,16937,QUAIL CREEK | 14.0
unknown,16938,JESSE MORROW | 14.0
unknown,16939,WOOTEN PEAK | 14.0
unknown,16940,HART'S LAKE | 14.0
unknown,16941,  | 14.0
unknown,16942,ARMSTRONG - DERSCH | 14.0
unknown,16943,BACKBONE | 14.0
unknown,16944,BACKBONE #2 | 14.0
unknown,16945,BACKBONE #3 | 14.0
unknown,16946,BEAR CREEK | 14.0
unknown,16947,EDMONDS | 14.0
unknown,16948,FRISBIE | 14.0
unknown,16949,KNUDSON | 14.0
unknown,16950,MULE MTN. | 14.0
unknown,16951,NORTON GULCH | 14.0
unknown,16952,RAINBOW | 14.0
unknown,16953,SYLVESTER | 14.0
unknown,16954,KANAKA CREEK | 14.0
unknown,16955,STINKING CREEK | 14.0
unknown,16956,  | 9.0
unknown,16957,  | 9.0
unknown,16958,PUEBLO SIDING | 9.0
unknown,16959,BANNER | 9.0
unknown,16960,  | 9.0
unknown,16961,  | 14.0
unknown,16962,  | 14.0
unknown,16963,SEIGLER CANYON | 14.0
unknown,16964,  | 14.0
unknown,16965,ROOT | 14.0
unknown,16966,IRENE PEAK | 14.0
unknown,16967,HAMPSHIRE ROCK | 9.0
unknown,16968,EUER | 3.0
unknown,16969,UNION MILL | 6.0
unknown,16970,PORCUPINE | 9.0
unknown,16971,THREE CORNERS | 14.0
unknown,16972,  | 9.0
unknown,16973,FEROUD | 14.0
unknown,16974,SAN MARCOS FIRE | 9.0
unknown,16975,BOGNUDA - RANCH | 14.0
unknown,16976,COBB RANCH | 14.0
unknown,16977,  | 9.0
unknown,16978,  | 14.0
unknown,16979,SPRING HILL | 14.0
unknown,16980,BEAR SPRINGS | 14.0
unknown,16981,CASA MADERA | 14.0
unknown,16982,HAYWARD | 14.0
unknown,16983,  | 1.0
unknown,16984,  | 1.0
unknown,16985,  | 1.0
unknown,16986,GOAT MTN | 1.0
unknown,16987,EAGLE PEA | 1.0
unknown,16988,DEER COVE | 3.0
unknown,16989,LIGHTN CR | 1.0
unknown,16990,  | 14.0
unknown,16991,  | 9.0
unknown,16992,  | 9.0
unknown,16993,  | 9.0
unknown,16994,  | 9.0
unknown,16995,  | 9.0
unknown,16996,  | 9.0
unknown,16997,  | 1.0
unknown,16998,  | 1.0
unknown,16999,DOLLY VARDAN | 3.0
unknown,17000,TISH TANG | 5.0
unknown,17001,HOAGLIN | 9.0
unknown,17002,WILDER | 5.0
unknown,17003,CAUTION | 4.0
unknown,17004,HOLLOW | 4.0
unknown,17005,STICKER BASIN | 1.0
unknown,17006,  | 9.0
unknown,17007,  | 14.0
unknown,17008,  | 14.0
unknown,17009,  | 1.0
unknown,17010,  | 9.0
unknown,17011,  | 1.0
unknown,17012,  | 9.0
unknown,17013,  | 1.0
unknown,17014,  | 1.0
unknown,17015,  | 1.0
unknown,17016,  | 14.0
unknown,17017,  | 14.0
unknown,17018,  | 14.0
unknown,17019,  | 14.0
unknown,17020,  | 14.0
unknown,17021,VENTURA AVENUE | 14.0
unknown,17022,CASITAS | 14.0
unknown,17023,  | 9.0
unknown,17024,  | 9.0
unknown,17025,DEER CREEK | 14.0
unknown,17026,SUTFIN | 14.0
unknown,17027,  | 14.0
unknown,17028,SHEEPY PEAK | 9.0
unknown,17029,LONG BELL | 9.0
unknown,17030,CINDERPITSPU | 9.0
unknown,17031,STRING OF EIGHT | 5.0
unknown,17032,MANZANITA GRADE | 5.0
unknown,17033,JONKOWSKI | 5.0
unknown,17034,BOMAN MINE | 3.0
unknown,17035,COLD STREAM | 3.0
unknown,17036,COX-DELANEY | 3.0
unknown,17037,BABBIT | 1.0
unknown,17038,LITTLE | 5.0
unknown,17039,UPPER CAMP CREEK | 5.0
unknown,17040,RUBES DITCH | 5.0
unknown,17041,  | 9.0
unknown,17042,  | 14.0
unknown,17043,  | 9.0
unknown,17044,WHITE PINE F | 9.0
unknown,17045,  | 14.0
unknown,17046,  | 14.0
unknown,17047,KATHERINE | 14.0
unknown,17048,  | 14.0
unknown,17049,SIMI HILLS | 14.0
unknown,17050,  | 14.0
unknown,17051,  | 14.0
unknown,17052,  | 9.0
unknown,17053,  | 14.0
unknown,17054,LANDIER | 9.0
unknown,17055,  | 14.0
unknown,17056,  | 9.0
unknown,17057,  | 9.0
unknown,17058,  | 1.0
unknown,17059,  | 9.0
unknown,17060,  | 9.0
unknown,17061,  | 9.0
unknown,17062,  | 9.0
unknown,17063,  | 9.0
unknown,17064,  | 9.0
unknown,17065,  | 9.0
unknown,17066,  | 1.0
unknown,17067,  | 14.0
unknown,17068,  | 9.0
unknown,17069,  | 9.0
unknown,17070,COATS CREEK | 1.0
unknown,17071,RUSH CREEK | 1.0
unknown,17072,MAPLESDEN RANCH | 2.0
unknown,17073,GIBSON GULCH | 1.0
unknown,17074,MCKINNEY #2 | 1.0
unknown,17075,GRIDER VALLEY | 1.0
unknown,17076,CEDAR FLAT | 1.0
unknown,17077,RUSH CREEK #2 | 9.0
unknown,17078,VENTURA AVENUE | 14.0
unknown,17079,  | 9.0
unknown,17080,  | 9.0
unknown,17081,  | 9.0
unknown,17082,  | 9.0
unknown,17083,  | 9.0
unknown,17084,  | 9.0
unknown,17085,  | 9.0
unknown,17086,  | 9.0
unknown,17087,  | 9.0
unknown,17088,CITURS NO. 174 | 14.0
unknown,17089,  | 14.0
unknown,17090,SAVAGE CYN | 14.0
unknown,17091,CLARK NO. 81 | 14.0
unknown,17092,VEJAR NO. 168 | 14.0
unknown,17093,RICHARDS NO. 179 | 14.0
unknown,17094,GRIFFITH PARK | 14.0
unknown,17095,  | 9.0
unknown,17096,  | 14.0
unknown,17097,  | 14.0
unknown,17098,  | 9.0
unknown,17099,  | 9.0
unknown,17100,  | 14.0
unknown,17101,  | 14.0
unknown,17102,  | 14.0
unknown,17103,  | 14.0
unknown,17104,  | 14.0
unknown,17105,FREEMAN #2 | 14.0
unknown,17106,SIBSON | 14.0
unknown,17107,GOAT RIDGE | 14.0
unknown,17108,LOOKOUT RANCH | 14.0
unknown,17109,STIMPLE | 14.0
unknown,17110,FOLSOM | 14.0
unknown,17111,ALLEN THORPE | 14.0
unknown,17112,FREEMAN | 14.0
unknown,17113,JOHNSON | 14.0
unknown,17114,HANLON #2 | 14.0
unknown,17115,HULBERT | 14.0
unknown,17116,HAANLON | 14.0
unknown,17117,HAANLON | 14.0
unknown,17118,MCDOUGALD | 14.0
unknown,17119,L. MAURAGARI | 14.0
unknown,17120,J. BIAGGI | 14.0
unknown,17121,J. BIAGGI | 14.0
unknown,17122,RED MOUNTAIN | 14.0
unknown,17123,  | 1.0
unknown,17124,  | 9.0
unknown,17125,  | 9.0
unknown,17126,COVE RANCH | 9.0
unknown,17127,W. BLACK ROC | 9.0
unknown,17128,  | 14.0
unknown,17129,  | 14.0
unknown,17130,REINDL NO. 78 | 14.0
unknown,17131,  | 14.0
unknown,17132,ATMORE | 14.0
unknown,17133,ROMERO NO. 237 | 14.0
unknown,17134,KID NO. 160 | 14.0
unknown,17135,  | 14.0
unknown,17136,JOE NO. 170 | 14.0
unknown,17137,HASKELL | 14.0
unknown,17138,  | 1.0
unknown,17139,  | 9.0
unknown,17140,  | 1.0
unknown,17141,  | 9.0
unknown,17142,  | 9.0
unknown,17143,STANFORD | 3.0
unknown,17144,BALD MTN | 3.0
unknown,17145,JACK | 1.0
unknown,17146,ELLIOT RANCH | 1.0
unknown,17147,  | 14.0
unknown,17148,COLD SPRINGS | 14.0
unknown,17149,  | 14.0
unknown,17150,  | 14.0
unknown,17151,  | 14.0
unknown,17152,  | 14.0
unknown,17153,  | 14.0
unknown,17154,  | 14.0
unknown,17155,  | 14.0
unknown,17156,  | 1.0
unknown,17157,CEDAR GR1 | 5.0
unknown,17158,KERN CAYO | 1.0
unknown,17159,KERN CANY | 1.0
unknown,17160,CAVES RETURN TRAIL | 14.0
unknown,17161,  | 14.0
